"Date","YSlow.Grade....","PageSpeed.Grade....","Onload.Time..s.","Total.Size..bytes.","Total.Requests","TTFB..ms.","HTML.Size..bytes.","Redirect.duration..ms.","Connection.duration..ms.","Backend.duration..ms.","DOM.interactive..ms.","DOM.content.loaded..ms.","DOM.content.loaded.duration..ms.","Onload..ms.","Onload.duration..ms.","Fully.loaded..ms.","First.paint..ms.","RUM.Speed.Index","First.contentful.paint..ms.","Total Visits","Mobile Device","Desktop Device","Monthly Visits","Avg. Visit Duration","Pages Per Visit","Bounce Rate","url"
"2019-07-24 13:46:26",68,33,2.388,4791829,437,812,258404,39,139,634,2365,2366,0,2388,1,9817,1611,1611,1611,"136.0","39.57","60.43","45.35","05.14","7.11","42.30","kohls.com"
"2019-07-08 11:53:16",52,48,8.389,3067636,398,66,99187,26,34,6,644,645,0,8389,19,21941,500,500,500,"119.9","56.13","43.87","39.99","02.10","1.83","67.26","kotaku.com"
"2019-06-28 01:51:45",54,36,6.993,5334351,286,271,52667,181,76,14,3107,3108,0,6993,60,8960,1066,1368,1066,"72.59","55.63","44.37","24.19","02.17","3.31","67.88","nationalgeographic.com"
"2019-06-28 01:53:19",41,15,17.494,4951289,1110,126,77679,67,53,6,2742,2760,89,17494,28,29132,900,3986,900,"31.13","53.31","46.69","10.37","02.45","2.43","48.43","nationalreview.com"
"2019-06-28 03:03:15",42,14,8.704,9663838,1358,96,27152,28,23,45,984,984,47,8704,1,28664,412,900,524,"11.16","40.25","59.75","3.721","09.47","2.65","61.19","nesn.com"
"2019-07-03 09:25:48",47,48,6.117,2821646,318,794,41516,454,22,318,2283,2353,114,6117,8,12162,1349,1435,1349,"130.4","65.71","34.29","43.47","04.28","4.89","43.94","newegg.com"
"2019-06-28 03:58:29",40,22,14.525,4349177,623,100,169800,36,56,8,403,1053,9,14525,167,19330,795,804,795,"78.19","65.06","34.94","26.06","01.42","1.86","64.51","newyorker.com"
"2019-06-28 09:06:27",49,48,6.434,2324701,273,96,24442,52,37,7,194,686,0,6434,4,12284,327,327,327,"112.8","37.17","62.83","37.61","03.20","2.87","47.22","nfl.com"
"2019-06-24 12:17:17",54,51,6.726,4117566,190,92,125113,29,54,9,513,1416,0,6726,12,7840,526,526,526,"919.5","57.83","42.17","306.5","02.36","2.17","67.20","nytimes.com"
"2019-06-28 04:11:07",50,53,4.456,3488145,292,113,36036,44,30,39,507,1445,227,4456,5,6048,715,757,715,"6.449","54.89","45.11","2.149","00.47","1.32","84.81","observer.com"
"2019-06-28 04:13:12",47,48,10.457,3147449,306,264,36781,208,34,22,1236,1237,123,10457,24,13003,858,1423,858,"26.14","46.96","53.04","8.715","03.04","2.65","58.15","oregonlive.com"
"2019-06-28 04:17:46",51,31,3.75,17147382,179,300,25061,150,94,56,1428,1428,50,3750,99,14394,1197,3786,1197,"846,557","67.22","32.78","282,186","00.53","1.46","81.74","outdoorchannel.com"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.2","35.22","64.78","50.07","03.33","3.14","48.37","skysports.com"
"2019-06-13 10:09:59",56,50,10.463,3751176,293,55,203418,21,26,8,3074,3074,17,10463,53,13135,998,3594,998,"74.32","66.48","33.52","24.77","02.23","1.75","69.51","techcrunch.com"
"2019-06-25 15:21:02",54,23,3.355,3275524,553,1298,46299,571,444,283,1790,2153,4,3355,53,12300,1428,1476,1572,"188.9","60.97","39.03","62.97","01.","1.53","77.58","techradar.com"
"2019-06-28 04:49:44",75,91,2.647,2306200,98,232,32683,165,61,6,847,847,0,2647,4,2696,437,1361,437,"72.27","59.48","40.52","24.09","06.23","4.10","50.70","ted.com"
"2019-07-24 14:17:51",40,13,13.079,7834433,1026,202,42273,21,137,44,2417,2418,31,13079,132,17418,1053,1400,1053,"57.81","33.56","66.44","19.27","07.26","5.60","35.59","thechive.com"
"2019-07-24 14:20:25",41,21,7.903,4917553,948,781,53258,409,14,358,3083,3084,479,7903,103,40875,1422,1431,1422,"53.94","39.92","60.08","17.98","03.26","2.29","52.62","thegatewaypundit.com"
"2019-07-01 10:31:34",54,51,4.395,2361594,307,107,177102,100,1,6,1220,1221,16,4395,252,10711,652,652,652,"886.3","52.46","47.54","295.4","03.32","3.16","60.91","theguardian.com"
"2019-07-24 14:24:59",45,54,4.355,3282662,246,177,38961,19,151,7,1476,1476,115,4355,93,6186,901,1749,901,"163.1","51.51","48.49","54.38","04.08","1.87","71.56","thehill.com"
"2019-06-28 05:13:16",67,91,1.596,1125605,64,169,18416,68,48,53,232,1095,0,1596,1,3590,466,774,466,"42.50","48.53","51.47","14.16","01.09","1.65","76.08","thekitchn.com"
"2019-07-07 15:16:09",53,49,34.255,3731597,335,143,89897,128,7,8,631,632,0,34255,19,34313,450,450,450,"163.1","51.51","48.49","54.38","04.08","1.87","71.56","theonion.com"
"2019-07-24 14:32:25",59,80,2.032,896821,89,149,143165,49,76,24,714,714,98,2032,80,2992,728,914,728,"24.72","20.26","79.74","8.242","01.01","1.26","68.62","thepennyhoarder.com"
"2019-06-25 12:58:14",48,32,8.487,2593821,538,99,61327,65,27,7,1857,1857,35,8487,26,11251,837,1003,1881,"191.3","60.51","39.49","63.78","01.15","1.54","71.90","theverge.com"
"2019-06-28 05:23:16",39,40,5.901,2387497,373,119,25348,44,45,30,999,1000,1,5901,134,10292,703,1448,703,"23.21","58.72","41.28","7.738","01.52","2.78","62.73","theweek.com"
"2019-06-28 05:26:12",52,28,8.701,9126877,204,236,573060,175,52,9,1712,2139,4,8701,69,9099,656,656,656,"139.6","38.39","61.61","46.56","02.08","2.35","59.69","tmz.com"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.56","48.76","51.24","15.52","04.05","3.32","48.74","townhall.com"
"2019-06-28 05:33:59",49,38,10.349,3407870,352,309,5209,180,31,98,1547,1547,848,10349,101,11662,2460,3786,4131,"402.4","1.44","98.56","134.1","04.24","2.09","52.51","tracfone.com"
"2019-06-28 05:42:08",48,21,16.989,6151866,466,1235,84152,137,422,676,4074,4074,131,16989,33,18048,3245,4020,3245,"88.29","41.37","58.63","29.43","01.10","1.85","70.32","tvguide.com"
