Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 14:24:19",48,58,8.4920,2637593,198,1693,51125,416,58,1219,5952,5953,351,8492,10,10486,5082,5383,5082,o77GX3eT
"2019-07-25 14:19:26",51,57,7.4610,2787500,127,2026,51897,625,58,1343,5791,5796,327,7461,9,9286,4600,4944,4600,JMpCO9u4
