Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 12:07:21",66,47,3.8500,3104245,116,1531,12494,183,53,1295,2183,2187,0,3850,0,6096,2072,2354,2072,RmaTxchI
"2019-07-25 13:18:27",67,44,3.1770,3160203,116,2139,12321,408,23,1708,2773,2778,0,3177,0,5489,2613,2613,2613,1VLuWE4S
