Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 10:36:33",74,19,2.8690,8321795,114,564,24021,166,256,142,1675,1691,4,2869,10,4049,1337,1337,1337,W2UypaMA
"2019-07-25 12:55:27",74,14,3.8060,8386871,94,524,25326,165,210,149,1627,1637,3,3806,11,4132,1237,1237,1237,dfB6HcEZ
