Date,Yslow_Grade,PageSpeed_Grade,Onload_Times,Total_Size_bytes,Total_Requests,TTFB_ms,HTML_Size_bytes,Redirect_duration_ms,Connection_duration_ms,Backend_duration_ms,DOM_interactive_ms,DOM_content_loaded_ms,DOM_content_loaded_duration_ms,Onload_ms,Onload_duration_ms,Fully_loaded_ms,First_paint_ms,RUM_Speed_Index,First_contentful_paint_ms,Total_Visits,Mobile_Device,Desktop_Device,Monthly_Visits,Avg_Visit_Duration,Pages_Per_Visit,Bounce_Rate,URL,type_website
25-06-2019,54,23,3.355,3275524,553,1298,46299,571,444,283,1790,2153,4,3355,53,12300,1428,1476,1572,12,60.97,39.03,62.97,1,1.53,77.58,techradar.com,1
28-06-2019,75,91,2.647,2306200,98,232,32683,165,61,6,847,847,0,2647,4,2696,437,1361,437,35,59.48,40.52,24.09,6.23,4.1,50.7,ted.com,1
28-06-2019,41,15,10.298,7372933,1078,96,59518,23,24,49,2862,2863,80,10298,158,14475,667,685,667,32,33.56,66.44,19.27,7.26,5.6,35.59,thechive.com,1
24-07-2019,41,21,7.903,4917553,948,781,53258,409,14,358,3083,3084,479,7903,103,40875,1422,1431,1422,31,39.92,60.08,17.98,3.26,2.29,52.62,thegatewaypundit.com,1
01-07-2019,54,51,4.395,2361594,307,107,177102,100,1,6,1220,1221,16,4395,252,10711,652,652,652,42,52.46,47.54,295.4,3.32,3.16,60.91,theguardian.com,1
24-07-2019,45,54,4.355,3282662,246,177,38961,19,151,7,1476,1476,115,4355,93,6186,901,1749,901,11,51.51,48.49,54.38,4.08,1.87,71.56,thehill.com,1
28-06-2019,67,91,1.596,1125605,64,169,18416,68,48,53,232,1095,0,1596,1,3590,466,774,466,27,48.53,51.47,14.16,1.09,1.65,76.08,thekitchn.com,1
07-07-2019,53,49,34.255,3731597,335,143,89897,128,7,8,631,632,0,34255,19,34313,450,450,450,11,51.51,48.49,54.38,4.08,1.87,71.56,theonion.com,1
24-07-2019,59,80,2.032,896821,89,149,143165,49,76,24,714,714,98,2032,80,2992,728,914,728,17,20.26,79.74,8.242,1.01,1.26,68.62,thepennyhoarder.com,1
25-06-2019,48,32,8.487,2593821,538,99,61327,65,27,7,1857,1857,35,8487,26,11251,837,1003,1881,13,60.51,39.49,63.78,1.15,1.54,71.9,theverge.com,1
28-06-2019,39,40,5.901,2387497,373,119,25348,44,45,30,999,1000,1,5901,134,10292,703,1448,703,16,58.72,41.28,7.738,1.52,2.78,62.73,theweek.com,1
28-06-2019,52,28,8.701,9126877,204,236,573060,175,52,9,1712,2139,4,8701,69,9099,656,656,656,8,38.39,61.61,46.56,2.08,2.35,59.69,tmz.com,1
24-07-2019,48,23,5.902,2272170,717,213,17207,30,163,20,1354,1355,15,5902,36,11296,1459,1459,1459,30,48.76,51.24,15.52,4.05,3.32,48.74,townhall.com,1
28-06-2019,49,38,10.349,3407870,352,309,5209,180,31,98,1547,1547,848,10349,101,11662,2460,3786,4131,25,1.44,98.56,134.1,4.24,2.09,52.51,tracfone.com,1
28-06-2019,48,21,16.989,6151866,466,1235,84152,137,422,676,4074,4074,131,16989,33,18048,3245,4020,3245,41,41.37,58.63,29.43,1.1,1.85,70.32,tvguide.com,1
25-07-2019,68,18,9.879,14360757,153,3019,19474,312,659,2048,4708,4708,36,9879,48,10101,4426,4691,4426,45,50.87,49.13,362368,1.54,2.24,58.52,bachtrack.com,1
25-07-2019,89,76,1.408,813139,70,323,11237,32,174,117,1055,1056,16,1408,4,1431,938,938,938,50,26.35,73.65,462315,2.08,1.66,66.53,badcredit.org,1
25-07-2019,67,60,1.531,1400100,49,370,9181,145,144,81,1063,1064,44,1531,6,2428,1081,1155,1081,62,37.23,62.77,69646,2.48,2.92,57.8,bibletalk.tv,1
28-06-2019,60,77,10.393,2579033,166,914,16261,789,90,35,1897,1897,429,10393,40,11522,2026,2544,2026,46,16.09,83.91,366735,1.52,1.89,64.48,bigsquidrc.com,1
25-07-2019,69,68,5.144,1051971,43,3261,7293,342,502,2417,4935,4936,9,5144,3,7157,4768,4819,4768,91,67.28,32.72,299796,3.24,3.5,44.81,bitcoincharts.com,1
28-06-2019,73,83,2.654,1283048,114,1194,12752,88,41,1065,1491,1821,0,2654,128,6998,1831,1846,2616,47,35.76,64.24,376376,0.59,1.7,66.03,brevardtimes.com,1
28-06-2019,72,81,1.578,983454,84,296,6004,136,30,130,476,476,0,1578,1,2555,352,389,352,68,34.1,65.9,116047,3.05,3.36,50.45,buildeazy.org,1
25-07-2019,60,45,3.069,2497716,86,166,32673,48,80,38,1547,1547,60,3069,1,4404,977,977,977,80,45.48,54.52,164487,2.09,1.83,66.64,bycommonconsent.com,1
25-07-2019,48,60,3.703,22110848,229,922,9743,301,112,509,1793,1793,158,3703,3,9220,1461,1562,1461,77,28.11,71.89,148723,1.4,1.64,77.86,camelliabrand.com,1
25-07-2019,68,64,2.47,1386411,82,634,12457,182,177,275,1862,1862,50,2470,3,2996,1376,1642,1376,48,27.77,72.23,418399,26.31,10.55,35.13,caminodesantiago.me,1
25-07-2019,72,87,1.22,1101859,66,337,8473,145,77,115,1103,1104,6,1220,15,1392,1186,1186,1186,58,26.34,73.66,54551,2.48,3.78,50.85,carburetor-parts.com,1
25-07-2019,71,77,2.146,852910,68,1033,19501,160,227,646,1938,1938,69,2146,36,2617,1680,1893,1680,85,53.54,46.46,25649,2.1,2.77,39.19,cardonationwizard.com,1
25-07-2019,60,32,3.484,2838613,107,1657,12378,157,26,1474,2319,2319,52,3484,19,3620,1887,2013,1887,67,39.1,60.9,1.086,3.09,3.03,73.41,cardplayer.com,1
25-07-2019,51,63,2.729,1854351,95,469,8724,193,179,97,1840,1840,68,2729,3,2821,1080,1342,1080,75,22.46,77.54,138500,2.56,4.5,55.29,careerlink.com,1
25-07-2019,63,26,2.882,6080636,130,153,27811,70,59,24,2386,2466,86,2882,5,3771,857,857,857,70,42.31,57.69,125381,0.32,1.32,81.32,celebrityaccess.com,1
25-07-2019,74,14,3.806,8386871,94,524,25326,165,210,149,1627,1637,3,3806,11,4132,1237,1237,1237,69,21.47,78.53,123027,1.37,2.27,75.34,cgi.org,1
25-07-2019,71,95,3.074,823490,57,2243,44735,816,169,1258,2516,2646,105,3074,1,3562,2534,2827,2534,82,77.07,22.93,195160,0.25,1.1,80.62,chriswrites.com,1
25-07-2019,52,68,1.458,773813,54,431,34125,222,115,94,955,955,38,1458,15,1774,815,817,815,64,29.42,70.58,77083,1.55,2.79,56.88,churchangel.com,1
25-07-2019,59,68,5.055,3726311,132,793,31758,445,244,104,2772,2772,136,5055,1,5195,2522,3005,2522,89,37.96,62.04,281780,3.35,2.93,55.98,churchofsatan.com,1
25-07-2019,52,0,3.028,10004429,69,1391,23856,167,156,1068,2331,2331,13,3028,4,3967,2135,2588,2135,87,16.03,83.97,266393,2.02,3.11,46.85,cinemacafe.com,1
25-07-2019,53,59,2.967,14038160,118,698,28998,170,360,168,1320,1320,215,2967,9,3699,1333,2110,1333,76,24.78,75.22,146240,2.23,3.67,53.32,cinemagicmovies.com,1
28-06-2019,82,72,4.43,1668659,71,149,31506,96,14,39,1054,1219,90,4430,44,6512,810,1344,810,83,45.45,54.55,21714,0.33,1.78,55.61,communityadvocate.com,1
25-07-2019,54,50,2.256,2294645,96,613,9748,281,244,88,1613,1613,83,2256,6,4278,1540,1558,1540,59,54.87,45.13,54699,1.16,2.32,51.09,connectionnewspapers.com,1
25-07-2019,41,52,6.719,2701774,158,564,36819,208,147,209,2336,2336,214,6719,3,6846,1050,1052,1050,61,53.46,46.54,63360,0.57,1.38,69.2,cooperator.com,1
25-07-2019,57,60,2.694,1162321,98,1135,27185,288,193,654,2378,2378,25,2694,4,3958,1713,2284,1713,92,31.8,68.2,318660,3.02,4.17,58.82,crappie.com,1
25-07-2019,83,90,1.374,929687,50,217,10287,60,102,55,734,734,95,1374,5,2707,755,755,755,65,18.62,81.38,83574,8.37,5.85,20.3,kansasauctions.com,1
25-07-2019,53,50,3.27,2569627,195,161,24378,0,82,79,1305,1306,248,3270,67,15789,1149,1151,1149,90,46.68,53.32,29063,0.56,1.8,45.7,kansaspublicradio.org,1
25-07-2019,59,15,11.591,17413141,135,3534,26278,809,581,2144,5558,5558,80,11591,33,12591,4804,6170,4804,56,32.12,67.88,49720,1.07,2.12,50.21,kerrygoldusa.com,1
25-07-2019,54,38,4.537,11151203,288,219,13391,93,51,75,819,819,94,4537,63,16233,575,875,575,55,59.13,40.87,45187,1.24,2.26,55.39,100layercake.com,1
25-07-2019,41,46,5.335,3563647,237,1003,22748,344,337,322,4189,4194,87,5335,3,6672,1821,2745,1821,73,24.45,75.55,1.38,1.35,1.88,75.12,nation.com.pk,1
25-07-2019,91,81,2.696,1070627,81,806,11301,39,108,659,881,881,0,2696,16,3414,993,2314,993,63,22.59,77.41,7.434,11.3,11.69,23.07,neswangy.net,1
25-07-2019,46,31,3.59,4574578,140,1091,70550,636,370,85,2462,2463,82,3590,0,4332,1954,2248,1954,88,72.31,27.69,276576,4.4,4.75,61.12,nrao.edu,1
28-06-2019,46,55,3.806,3665814,180,511,32932,434,2,75,1654,1654,96,3806,119,5780,1043,1700,1043,93,56.32,43.68,32897,1.12,2.17,54.97,oaklandmagazine.com,1
20-07-2019,50,33,5.314,12164237,197,192,40546,83,76,33,1846,1846,285,5314,7,5673,910,910,910,51,36.96,63.04,473253,0.39,1.36,84.47,ocweekly.com,1
25-07-2019,39,15,10.608,9615146,411,1347,36221,975,1,371,6215,6215,35,10608,38,17365,2016,2232,2016,74,81.67,18.33,1.622,4.25,3.36,61.09,1in.am,1
25-07-2019,60,48,1.355,1034446,82,228,5371,0,189,39,1022,1022,0,1355,2,2314,582,608,582,49,77.76,22.24,426769,3.44,3.12,37.03,onemorelevel.com,1
25-07-2019,67,44,3.177,3160203,116,2139,12321,408,23,1708,2773,2778,0,3177,0,5489,2613,2613,2613,78,15.08,84.92,150402,3.22,6.24,27.72,outdoorsfirst.com,1
25-07-2019,80,89,3.613,1078789,67,1113,10196,549,332,232,2771,2795,108,3613,2,3788,2091,2091,2091,79,56.62,43.38,15349,0.24,1.33,61.62,techgaming.com,1
25-07-2019,62,76,8.549,1962182,100,5521,22664,2326,300,2895,6914,7040,232,8549,4,10699,6333,7975,6333,52,73.48,26.52,492913,0.57,1.29,78.83,techsupportall.com,1
25-07-2019,49,24,6.476,9497891,314,534,20693,264,132,138,971,971,129,6476,23,9917,975,975,975,54,22.17,77.83,36636,0.45,1.73,55.76,thebraziltimes.com,1
25-07-2019,73,75,2.401,1031288,55,708,21228,337,157,214,1051,1051,1,2401,49,3230,959,1336,959,86,15.1,84.9,264332,1.46,3.48,51.04,tiendeo.us,1
25-07-2019,85,89,0.735,252839,52,265,16024,108,110,47,451,451,0,735,0,789,414,572,571,81,24.3,75.7,186940,1.11,1.89,49.89,topconsumerreviews.com,1
25-07-2019,75,88,1.584,768543,46,583,8251,536,33,14,1145,1145,10,1584,1,1597,951,959,951,57,44.92,55.08,52190,0.56,1.54,64.8,topdreamer.com,1
25-07-2019,65,77,3.032,1092556,105,502,12983,205,216,81,2564,2565,4,3032,10,3069,674,674,674,66,12.42,87.58,86710,1.23,3.15,58.33,transdepot.net,1
25-07-2019,65,68,62.003,51509206,329,219,50969,127,68,24,2361,2361,235,62003,367,62702,784,1360,784,72,39.19,60.81,129687,1.16,1.58,71.41,truthaboutpetfood.com,1
25-07-2019,81,17,2.214,6464101,64,275,49285,89,107,79,1658,1681,0,2214,6,2956,645,1863,645,53,25.06,74.94,557339,2.17,2.63,53.64,tuktukpatrol.com,1
25-07-2019,74,86,2.711,824505,54,1910,5192,1073,1,836,2304,2304,20,2711,3,4332,2232,2232,2232,84,64.22,35.78,25.16,8.41,4.98,37.44,tureng.com,1
25-07-2019,79,85,2.384,636224,53,949,10724,499,31,419,1359,1359,54,2384,17,3101,1082,1670,1082,71,71.02,28.98,12.91,4.36,4.93,33.03,turkcealtyazi.org,1
25-07-2019,51,57,7.461,2787500,127,2026,51897,625,58,1343,5791,5796,327,7461,9,9286,4600,4944,4600,60,38.4,61.6,6.278,2.4,1.61,76.06,tvrain.ru,1
30-07-2019,57,80,4.366,1536092,99,1906,13339,901,645,360,2874,3104,46,4366,34,5610,2481,2534,2481,139,45.93,54.07,270678,2.55,2,64.85,1funny.com,1
30-07-2019,55,67,2.62,1174888,142,383,7204,216,14,153,1091,1092,0,2620,12,3309,644,654,644,135,18.9,81.1,2.582,1.38,1.57,75.19,2carpros.com,1
30-07-2019,71,81,1.169,689145,37,407,7313,163,164,80,844,844,6,1169,1,1266,585,585,585,98,52.39,47.61,399271,0.53,1.22,86.83,1728.org,1
30-07-2019,52,56,2.944,2399582,133,501,22098,163,223,115,1466,1466,28,2944,24,3074,1362,1836,1362,101,33.36,66.64,457406,2.56,3.7,57.98,barrett-jackson.com,1
30-07-2019,66,68,2.32,2151903,126,475,15169,202,37,236,1214,1214,59,2320,19,3164,903,917,903,112,34.96,65.04,751870,3,2.14,73.47,bassresource.com,1
30-07-2019,56,62,2.949,1941657,167,192,44995,69,90,33,1972,1972,211,2949,13,4636,873,913,873,99,43.56,56.44,443604,4.18,2.69,57.28,bendbulletin.com,1
27-07-2019,50,55,2.957,2034000,84,497,136731,44,113,340,1251,1254,132,2957,20,4672,942,944,942,134,38.88,61.12,2.399,2.01,2.88,69.9,biblia.com,1
30-07-2019,85,97,1.103,1075158,25,518,11284,184,172,162,710,710,0,1103,2,1239,710,938,710,111,48.18,51.82,703050,4.32,5.16,45.05,billiongraves.com,1
30-07-2019,48,12,4.095,3315387,979,1111,17495,493,23,595,2290,2296,37,4095,2,11033,1949,2026,1949,138,35.79,64.21,2.821,3.14,2.06,61.09,bizpacreview.com,1
27-07-2019,55,61,2.78,2436443,172,636,8247,284,258,94,1439,1440,25,2780,13,3328,1164,1199,1164,125,73.11,26.89,1.862,2.17,3.92,41.02,brandsoftheworld.com,1
27-07-2019,60,67,3.25,1502681,112,1126,7251,905,146,75,1522,1929,39,3250,73,4681,1910,1910,1910,128,45.67,54.33,2.121,0.42,1.38,83.38,calendar-365.com,1
28-06-2019,43,48,7.46,3692165,248,829,24296,434,240,155,2826,2826,82,7460,47,7674,1930,1990,1930,94,17,16.03,2019,59,46.47,2019,carsense.com,1
28-07-2019,79,75,4.314,854740,79,2243,8897,28,397,1818,3124,3124,0,4314,1,6061,3072,3276,3072,141,19.62,80.38,311065,2.07,2.45,53.49,cdispatch.com,1
23-07-2019,92,84,1.477,868519,29,391,11915,197,58,136,563,1306,36,1477,7,1626,988,988,988,110,68.96,31.04,47.91,18.07,9.32,22.4,chess.com,1
28-07-2019,37,0,7.521,19234476,458,1036,42979,437,180,419,4274,4274,165,7521,18,9896,2196,2278,2196,117,33,67,971033,3.56,2.48,65.67,chronofhorse.com,1
28-07-2019,74,68,1.381,1094940,66,542,26694,186,136,220,1158,1158,54,1381,0,3408,945,960,945,123,78.48,21.52,13.63,1.59,1.7,76.59,codeproject.com,1
29-06-2019,50,52,5.718,2149436,262,1176,19407,394,405,377,2436,2436,1,5718,3,7378,1797,1798,3396,119,39.47,60.53,1.177,2.17,3.13,72.88,complaintsboard.com,1
29-06-2019,68,69,1.109,1311489,105,95,8163,39,26,30,760,760,16,1109,10,5344,707,726,707,115,63.01,36.99,943172,1.26,1.52,80.92,constitutioncenter.org,1
28-07-2019,62,77,2.093,1727431,90,840,24539,66,109,665,1504,1504,15,2093,41,2839,1222,1222,1222,127,40.88,59.12,2.089,1.22,1.6,71.51,consumersadvocate.org,1
28-07-2019,60,73,2.053,1111939,79,435,8121,199,138,98,1234,1234,0,2053,1,2136,1327,1506,1327,137,46.83,53.17,2.795,2.52,4.05,53.82,convio.net,1
28-07-2019,76,62,1.554,3829529,62,319,3890,142,38,139,853,854,0,1554,6,1786,728,1061,728,106,45.63,54.37,590054,1.12,3.4,71.92,cosplay.com,1
28-07-2019,51,59,4.492,6285936,275,370,44878,130,61,179,1521,1522,712,4492,14,6401,900,1005,900,100,29.28,70.72,452526,2.44,3.12,73.43,kidzworld.com,1
28-07-2019,45,45,7.141,3734460,279,541,23727,103,352,86,1592,1596,160,7141,8,7314,1386,1723,1386,118,66.24,33.76,7.392,3.2,2.46,61.08,komando.com,1
28-07-2019,57,54,3.605,3821226,156,235,23165,55,153,27,1589,1589,283,3605,35,4429,1266,1303,1611,103,49.42,50.58,490977,0.53,1.39,78.13,kuow.org,1
30-07-2019,50,42,4.672,2565190,219,187,33782,87,91,9,1320,1321,66,4672,3,4946,769,769,769,116,47.19,52.81,965618,1.28,1.53,79.55,ncronline.org,1
30-07-2019,52,49,4.225,2892560,295,608,45970,40,128,440,1890,1901,42,4225,87,7090,835,1275,911,132,37.74,62.26,22.37,3.48,2.49,54.22,news24.com,1
28-07-2019,50,58,2.953,3223362,187,196,7100,38,137,21,1358,1358,159,2953,21,3753,822,1323,822,140,71.23,28.77,3.035,2.15,3.25,43.25,ninjakiwi.com,1
28-07-2019,47,46,6.985,4648661,159,1359,15224,339,61,959,2638,2638,111,6985,1,7260,2069,2133,2069,97,49.88,50.12,385047,1.46,2.06,65.76,noozhawk.com,1
10-07-2019,55,69,2.677,1804410,97,589,31853,173,269,147,1794,1795,7,2677,116,4400,1445,2749,1667,113,39.11,60.89,819984,1.4,2.11,69.17,officer.com,1
30-07-2019,55,61,4.067,1135233,42,1606,67525,975,1,630,3149,3149,69,4067,0,4226,3025,3590,3025,133,66.71,33.29,23,2.13,2.28,66.39,oup.com,1
28-07-2019,55,16,3.006,2669327,760,1676,28539,532,140,1004,2780,2780,134,3006,1,11848,2607,2607,2607,122,47.91,52.09,1.478,4,2.8,61.37,tdpri.com,1
30-07-2019,60,64,4.927,3463559,306,343,26944,61,108,174,1610,1613,63,4927,4,15507,878,922,878,131,63.63,36.37,2.282,4.59,3.44,55.36,teslamotorsclub.com,1
28-06-2019,49,49,2.247,2464205,81,514,101152,147,224,143,2090,2090,77,2247,2,4086,1258,1447,1468,95,56.68,43.32,350371,2.25,3.21,56.7,texasbar.com,1
30-07-2019,52,48,5.699,7018191,263,451,16316,162,148,141,1705,1706,183,5699,143,6130,1227,1272,1227,121,29.89,70.11,1.393,3.11,2.8,43.31,theahl.com,1
10-07-2019,53,51,8.273,6407432,308,1211,12332,990,40,181,2809,2809,39,8273,11,21071,2357,2357,2357,120,94.6,5.4,12457,1.03,2.74,81.89,thegameraccess.com,1
30-07-2019,48,25,5.169,2315336,479,529,6887,273,194,62,1476,1476,34,5169,4,6369,911,1148,911,108,56.27,43.73,3.585,5.26,4,57.29,thegearpage.net,1
30-07-2019,57,63,5.788,2652102,141,915,17269,495,249,171,2613,2613,173,5788,113,6549,1851,1851,1851,136,40.06,59.94,234636,2.48,3.31,53.46,thehairstyler.com,1
30-07-2019,60,70,2.733,1104234,106,1550,31604,867,14,669,2023,2023,60,2733,31,2991,2007,2007,2007,108,56.27,43.73,3.585,5.26,4,57.29,thejournal.ie,1
30-07-2019,54,31,3.049,3365148,117,533,6829,194,243,96,966,966,15,3049,51,3672,838,1153,838,104,34.77,65.23,561656,1.03,1.43,82.51,themeparkinsider.com,1
30-07-2019,53,40,5.079,3545003,206,351,29344,150,120,81,1868,1868,249,5079,2,5924,1296,1622,1296,102,37.61,62.39,482986,1.54,1.7,73.86,thesandtrap.com,1
30-07-2019,65,69,1.302,2657137,153,205,38300,58,123,24,788,788,45,1302,40,3887,647,648,1379,105,60.06,39.94,578128,0.48,1.21,87.22,theundercoverrecruiter.com,1
30-07-2019,44,6,9.985,5803306,1431,495,27497,171,167,157,2914,2915,166,9985,10,14722,881,1257,1226,114,29.17,70.83,928655,2.33,2.29,55.19,theybf.com,1
28-06-2019,58,53,3.777,7445404,222,154,24471,72,58,24,904,2945,57,3777,2,5836,548,2606,661,130,42.55,57.45,2.253,1.28,1.43,82.3,tinybuddha.com,1
30-07-2019,53,41,3.778,4416442,316,485,25399,178,201,106,2260,2261,150,3778,47,12030,1296,3332,1296,129,39.94,60.06,2.239,0.49,1.32,83.34,todayshomeowner.com,1
30-07-2019,65,73,2.659,1111402,129,557,12207,182,74,301,812,1361,32,2659,1,3459,851,917,851,107,42.44,57.56,615384,0.55,1.36,82.68,torquenews.com,1
30-07-2019,66,4,1.805,6215385,102,562,15687,217,203,142,1186,1186,50,1805,4,3710,1118,1126,1118,96,42.78,57.22,369547,1.02,1.43,81.09,trailspace.com,1
30-07-2019,93,84,1.65,5552899,42,543,125625,178,293,72,1202,1202,26,1650,8,1695,872,965,872,109,54.19,45.81,3.695,0.32,1.15,90,trust.org,1
10-07-2019,40,22,4.831,12306068,969,607,130946,246,88,273,1239,1470,4,4831,128,25291,927,980,927,124,51.55,48.45,1.685,3.24,2.44,48.31,truthdig.org,1
30-07-2019,57,43,3.533,1868805,214,878,17932,572,2,304,2338,2338,29,3533,5,9482,1333,1706,1333,126,28.42,71.58,2.088,1.49,2.13,64.61,tvpassport.com,1
15-07-2019,54,45,2.389,1495207,60,800,106714,197,308,295,1761,1762,97,2389,1,2499,1765,1922,1765,163,45.31,54.69,730516,1.07,1.91,66.33,airnow.gov,2
14-07-2019,70,62,1.405,1287086,77,591,6159,178,162,251,1191,1191,44,1405,71,2334,1190,1713,1190,184,50.19,49.81,2.432,40.5,5.51,46.23,aviationweather.gov,2
16-07-2019,62,58,2.586,1858305,55,1010,11936,624,77,309,1717,1717,35,2586,2,2865,1553,1620,1553,142,62.76,37.24,385562,2.34,3.41,54.38,bea.gov,2
