Date,Yslow_Grade,PageSpeed_Grade,Onload_Times,Total_Size_bytes,Total_Requests,TTFB_ms,HTML_Size_bytes,Redirect_duration_ms,Connection_duration_ms,Backend_duration_ms,DOM_interactive_ms,DOM_content_loaded_ms,DOM_content_loaded_duration_ms,Onload_ms,Onload_duration_ms,Fully_loaded_ms,First_paint_ms,RUM_Speed_Index,First_contentful_paint_ms,Total_Visits,Mobile_Device,Desktop_Device,Monthly_Visits,Avg_Visit_Duration,Pages_Per_Visit,Bounce_Rate,URL,type_website
28-06-2019,61,72,2.323,2001142,119,154,38426,65,65,24,675,675,54,2323,25,3528,559,561,1358,105,60.06,39.94,578128,0.48,1.21,87.22,theundercoverrecruiter.com,1
28-06-2019,44,8,10.741,4258657,1196,734,27905,165,151,418,2608,2609,123,10741,14,14336,1222,1471,1301,114,29.17,70.83,928655,2.33,2.29,55.19,theybf.com,1
07-06-2019,54,51,4.628,8234321,221,156,24526,68,62,26,1126,1127,70,4628,2,5540,601,812,601,130,42.55,57.45,2.253,1.28,1.43,82.3,tinybuddha.com,1
28-06-2019,48,37,7.642,5392223,423,469,24930,179,186,104,1822,1823,121,7642,68,14868,1257,3504,1257,129,39.94,60.06,2.239,0.49,1.32,83.34,todayshomeowner.com,1
28-06-2019,85,92,1.795,876745,59,422,12198,149,42,231,786,849,26,1795,0,3109,807,808,807,107,42.44,57.56,615384,0.55,1.36,82.68,torquenews.com,1
28-06-2019,67,0,2.253,11797896,92,685,15891,233,298,154,1256,1256,115,2253,4,3798,1260,1402,1260,96,42.78,57.22,369547,1.02,1.43,81.09,trailspace.com,1
28-06-2019,92,84,1.761,5515682,41,503,125842,348,83,72,1321,1322,59,1761,13,1873,847,943,1157,109,54.19,45.81,3.695,0.32,1.15,90,trust.org,1
10-07-2019,40,22,4.831,12306068,969,607,130946,246,88,273,1239,1470,4,4831,128,25291,927,980,927,124,51.55,48.45,1.685,3.24,2.44,48.31,truthdig.org,1
28-06-2019,54,40,6.936,4321873,264,902,18037,547,2,353,2422,2422,46,6936,6,9552,1325,1531,1470,126,28.42,71.58,2.088,1.49,2.13,64.61,tvpassport.com,1
15-07-2019,54,45,2.389,1495207,60,800,106714,197,308,295,1761,1762,97,2389,1,2499,1765,1922,1765,163,45.31,54.69,730516,1.07,1.91,66.33,airnow.gov,2
14-07-2019,70,62,1.405,1287086,77,591,6159,178,162,251,1191,1191,44,1405,71,2334,1190,1713,1190,184,50.19,49.81,2.432,40.5,5.51,46.23,aviationweather.gov,2
16-07-2019,62,58,2.586,1858305,55,1010,11936,624,77,309,1717,1717,35,2586,2,2865,1553,1620,1553,142,62.76,37.24,385562,2.34,3.41,54.38,bea.gov,2
12-07-2019,80,93,3.015,659177,42,1297,14304,1240,52,5,2167,2167,434,3015,18,3346,1975,1975,1975,159,45.66,54.34,5.693,1.31,1.82,79.61,cancer.gov,2
17-06-2019,78,69,1.345,1209178,40,571,77571,477,32,62,1019,1019,17,1345,2,1483,783,790,783,185,48.1,51.9,23.99,2.09,2.36,68.71,cdc.gov,2
15-07-2019,67,70,2.466,1636437,81,787,20956,612,123,52,1297,1297,135,2466,163,2770,1227,1352,1227,162,49.05,50.95,730236,2.58,3.5,60.63,choosemyplate.gov,2
15-07-2019,80,85,1.398,329320,30,843,26143,641,194,8,955,955,1,1398,1,1672,957,957,957,172,45.32,54.68,1.408,1.45,2.48,74.09,consumerfinance.gov,2
16-07-2019,64,0,2.814,16768778,62,163,14519,42,110,11,1828,1828,81,2814,15,3604,1743,1934,1743,149,38.56,61.44,628133,1.32,2.35,71.92,dea.gov,2
16-07-2019,61,74,1.695,1590053,53,349,40187,183,101,65,1005,1006,73,1695,4,2722,523,596,523,187,12.26,87.74,279288,4.41,6.68,47.38,disasterassistance.gov,2
16-07-2019,72,62,1.776,1338333,64,367,19136,123,69,175,939,939,100,1776,2,2276,698,775,698,145,49.34,50.66,424019,2.08,2.7,55.64,e-verify.gov,2
14-07-2019,71,66,2.041,2783814,82,1175,10021,1131,35,9,1717,1717,69,2041,0,2382,1503,1705,1503,160,60.95,39.05,5.739,2.28,2.79,66.43,epa.gov,2
15-07-2019,71,80,2.721,2400168,76,1014,36529,615,316,83,1768,1768,7,2721,1,2813,1626,1835,1626,164,57.47,42.53,981033,1.28,1.77,75.46,federalregister.gov,2
15-07-2019,78,76,1.321,732478,32,599,11690,341,196,62,1040,1040,65,1321,2,1393,1047,1048,1047,181,56.61,43.39,2.214,5.03,5.07,50.59,fema.gov,2
16-07-2019,83,77,1.331,635473,38,588,5699,369,172,47,1101,1101,6,1331,0,1626,1079,1079,1079,186,15.1,84.9,244284,0.42,1.62,75.32,floodsmart.gov,2
15-07-2019,57,0,2.466,10856256,222,203,9720,0,29,174,532,532,14,2466,41,5238,431,443,431,150,33.24,66.76,634677,0.52,1.39,84.16,foodsafety.gov,2
16-07-2019,60,42,1.718,3518203,84,363,59531,124,181,58,831,831,45,1718,1,2014,741,1018,741,170,51.84,48.16,1.314,2.02,2.58,63.59,fws.gov,2
16-07-2019,62,49,2.147,2016076,76,994,17037,177,258,559,1683,1684,36,2147,3,2755,1302,1470,1302,147,47.98,52.02,538956,1.08,1.7,77.15,health.gov,2
14-07-2019,58,74,1.874,1065991,66,369,11794,87,63,219,1185,1186,64,1874,149,2912,1150,1150,1150,154,50.06,49.94,4.311,7.38,9.87,42,healthcare.gov,2
16-07-2019,59,82,1.986,778435,65,692,12585,326,246,120,1695,1696,109,1986,3,2201,993,1332,993,188,33.14,66.86,299200,1,1.98,80.08,healthfinder.gov,2
16-07-2019,45,39,5.318,1683486,110,1031,56188,510,409,112,3881,3882,141,5318,3,5568,3441,3738,3441,189,67.79,32.21,302926,2.49,2.84,65.21,healthypeople.gov,2
15-07-2019,63,32,1.791,2705146,96,353,22704,87,258,8,893,893,496,1791,9,1898,796,796,796,177,51.16,48.84,1.987,4.04,3.74,48.43,ice.gov,2
16-07-2019,72,67,2.934,1291156,38,606,3893,154,266,186,2359,2359,200,2934,3,3494,2615,2803,2615,143,38.23,61.77,390415,7.32,4.9,48.76,identitytheft.gov,2
12-07-2019,61,63,2.146,2018926,86,306,15521,224,69,13,1083,1083,42,2146,8,5637,800,800,800,156,50.8,49.2,46.4,4.36,5.63,33.95,irs.gov,2
16-07-2019,91,92,0.376,513329,20,54,3691,26,22,6,323,323,8,376,5,462,220,220,220,165,58.7,41.3,7.935,15.29,5.14,29.31,login.gov,2
16-07-2019,54,59,1.679,1840518,66,565,189092,329,125,111,1024,1069,40,1679,269,2027,894,894,1014,161,39.89,60.11,677973,1.49,2.15,62.31,medicaid.gov,2
14-07-2019,54,68,5.901,1243843,82,262,25468,59,76,127,5095,5095,98,5901,127,6401,4294,5218,4294,157,60.23,39.77,5.234,11.43,4.86,50.86,medicare.gov,2
12-07-2019,58,70,1.867,819400,54,557,5687,238,239,80,1138,1138,15,1867,1,2004,1058,1141,1058,153,31.35,68.65,37.09,1.08,1.35,83.87,medlineplus.gov,2
16-07-2019,58,61,2.237,2106187,139,457,14728,164,154,139,1233,1312,82,2237,3,3487,1122,1122,1122,146,48.75,51.25,470831,2.13,2.84,62.07,nationalservice.gov,2
12-07-2019,67,77,1.334,377154,41,431,8676,179,173,79,1082,1082,103,1334,1,1495,1034,1061,1034,178,59.75,40.25,173.9,3.56,3.12,65.13,nih.gov,2
12-07-2019,75,73,1.418,2629030,63,378,10185,342,1,35,1067,1067,61,1418,30,1531,781,1130,781,171,52.98,47.02,12.1,3.23,3.28,53.05,nps.gov,2
15-07-2019,64,57,2.169,1106079,44,501,45,149,266,86,1864,1864,88,2169,0,2257,1891,2019,1891,179,60.98,39.02,2.057,4.48,5.05,20.08,pay.gov,2
15-07-2019,67,64,4.761,5531987,95,1439,11655,268,57,1114,2567,2567,50,4761,6,6551,2271,2644,2271,151,61.18,38.82,635942,4.26,5.3,46.55,peacecorps.gov,2
18-06-2019,70,69,1.837,1195393,43,955,5699,512,1,442,1546,1546,17,1837,6,2768,1526,1810,1526,183,26.65,73.35,208014,1.25,2.39,68.37,privacyshield.gov,2
15-07-2019,83,77,1.936,807758,44,906,1218,460,352,94,1053,1053,0,1936,0,3562,1226,2892,1226,191,59.49,40.51,316025,3.01,4.73,38.87,regulations.gov,2
15-07-2019,57,31,1.789,2747747,67,650,14249,564,48,38,1347,1352,123,1789,21,1848,1156,1156,1156,169,51.26,48.74,1.128,2.22,2.81,72.11,samhsa.gov,2
14-07-2019,77,69,1.733,1328483,49,159,19296,66,52,41,975,975,64,1733,3,2020,540,540,540,158,65.73,34.27,5.365,3.41,4.91,59.4,sec.gov,2
15-07-2019,68,67,3.013,919834,59,1601,13459,1264,251,86,2747,2747,75,3013,5,3118,2300,2437,2300,148,26.6,73.4,604218,1.02,1.88,77.73,smokefree.gov,2
15-07-2019,77,47,4.658,9394691,124,664,19373,185,35,444,2078,2079,615,4658,72,7136,1602,2112,1889,152,60.05,39.95,35.72,3.15,3.9,54.16,nasa_solarsystem.gov,2
12-07-2019,57,23,7.323,1886187,146,779,6197,397,286,96,6363,6363,101,7323,1,7633,6376,6822,6620,190,63.18,36.82,31.11,9.02,9.52,35.04,state.gov,2
16-07-2019,67,64,1.943,594899,81,552,9210,372,79,101,1401,1401,19,1943,0,2085,1289,1552,1289,144,41.9,58.1,397462,1.5,1.64,74.95,stopbullying.gov,2
15-07-2019,73,47,2.159,1141110,112,1030,23719,438,242,350,1932,1932,136,2159,1,2929,1713,1713,1713,180,58.51,41.49,2.188,1.54,2.49,63.96,treasury.gov,2
16-07-2019,57,60,1.824,1122967,141,427,12471,177,19,231,1513,1513,5,1824,5,2887,1271,1659,1271,175,36.86,63.14,145056,0.46,1.6,71.91,tsunami.gov,2
12-07-2019,86,85,1.756,891664,29,538,26684,226,232,80,1576,1595,31,1756,1,1996,1279,1279,1279,167,48.13,51.87,9.744,8.14,11.3,29.34,usajobs.gov,2
12-07-2019,63,62,2.07,2240648,93,837,17617,738,76,23,1290,1290,113,2070,6,3687,1292,1302,1292,182,51.09,48.91,20.97,4.33,4.62,37.97,uscis.gov,2
12-07-2019,84,52,0.389,1214893,32,62,4462,31,23,8,185,185,0,389,0,411,335,335,335,174,55.76,44.24,13.97,3.09,5.39,51.17,usgs.gov,2
16-07-2019,54,18,2.263,7031278,126,672,99027,625,39,8,1845,1848,234,2263,14,2992,1658,1658,1658,168,36.68,63.32,1.099,3.03,4.19,48.38,usmint.gov,2
12-07-2019,61,68,2.542,1359225,110,480,12718,71,1,408,1215,1215,27,2542,17,3396,1616,1616,1616,176,44.1,55.9,146.5,2.37,3.03,53.03,usps.com,2
12-07-2019,55,53,1.891,1106693,59,667,31427,312,192,163,1547,1548,56,1891,2,2749,1355,1469,1355,166,50.28,49.72,94.26,2.42,2.77,47.97,weather.gov,2
12-07-2019,95,95,0.767,444134,34,127,8221,34,25,68,419,419,170,767,1,921,649,649,650,155,41.61,58.39,4.344,1.33,1.87,70.67,whitehouse.gov,2
15-07-2019,51,58,3.022,3128783,88,655,15633,182,323,150,1765,2510,102,3022,11,3388,1389,1389,1389,173,25.24,74.76,1.507,0.39,1.27,87.88,womenshealth.gov,2
