Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 14:42:49",77,63,1.4210,4902209,58,279,3970,123,37,119,634,634,1,1421,3,1710,547,941,794,LYYHp3nt
"2019-07-28 10:47:42",76,62,1.5540,3829529,62,319,3890,142,38,139,853,854,0,1554,6,1786,728,1061,728,XndKNJYC
