Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 14:46:43",57,61,3.0150,3787547,152,163,23049,53,32,78,1280,1281,189,3015,26,3842,881,937,1297,OrUxzynh
"2019-07-28 11:05:46",57,54,3.6050,3821226,156,235,23165,55,153,27,1589,1589,283,3605,35,4429,1266,1303,1611,hVZydMN3
