Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 14:28:28",56,60,5.9180,1573084,112,826,7224,609,143,74,1361,1612,64,5918,1,7363,1242,1283,1242,XqvxdNTM
"2019-07-27 12:57:23",60,67,3.2500,1502681,112,1126,7251,905,146,75,1522,1929,39,3250,73,4681,1910,1910,1910,WsFdsEtP
