Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-07-27 12:00:16",55,67,3.0310,1239003,143,355,7184,213,14,128,1335,1335,1,3031,17,3717,651,666,651,tSokexPC
"2019-07-30 13:10:54",55,67,2.6200,1174888,142,383,7204,216,14,153,1091,1092,0,2620,12,3309,644,654,644,jDaGJrNp
