domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
ssd.noaa.gov,336559,549005,121877,1.631229591245517,42.292338044741044,338795
ncdc.noaa.gov,333204,1543027,223627,4.630877780578865,285.95003661420634,328732
dcma.mil,329850,544532,67088,1.650847354858269,295.09494012429894,325377
hiv.gov,329850,413710,280652,1.2542367742913445,62.27797180536608,329850
research.gov,328732,824066,72679,2.506801893335605,216.7686352408649,318669
stopbullying.gov,319787,564659,250462,1.7657346921544652,167.65024844662227,319787
fsa.usda.gov,318669,706662,162130,2.2175423401711494,157.14720603510224,318669
de.usembassy.gov,314196,665291,248226,2.117439432710792,177.95736737577818,314196
nasasearch.nasa.gov,313078,761450,220273,2.4321415110611415,117.22856923833677,247108
nationalservice.gov,311960,729024,256053,2.336914989101167,112.03937363764585,313078
catalog.data.gov,309724,950415,248226,3.0685868708915036,176.4004855936253,329850
step.state.gov,306369,2966414,223627,9.682487457934712,546.1353531199305,291833
teens.drugabuse.gov,304133,424892,268353,1.3970598389520374,84.6396806660244,301897
nsa.gov,301897,480798,257171,1.5925895255666669,91.48877928565041,300778
healthfinder.gov,296306,571367,259407,1.928300473159504,78.18866644617388,297424
search.osha.gov,291833,431600,115168,1.4789280170508476,42.69354733700438,285125
pivauth.nih.gov,290715,301897,65970,1.0384637875582616,36.49619042705055,285125
aspe.hhs.gov,288479,455081,272825,1.577518640871606,78.36434194516758,291833
support.nlm.nih.gov,288479,310842,291833,1.0775203741000212,13.860464713202694,284006
espanol.womenshealth.gov,287361,367867,253817,1.2801563190551257,47.112819763294254,287361
identitytheft.gov,286243,347740,206855,1.2148419349992838,88.83585624801306,286243
evisaforms.state.gov,285125,536705,142003,1.8823498465585269,261.4663007452871,306369
retail-pi.usps.com,284006,686535,168838,2.4173256903023175,110.43718794673352,264998
share.america.gov,280652,344386,239281,1.2270926271681655,50.94821700896484,278416
healthypeople.gov,279534,814003,199028,2.9119999713809412,235.19593323173567,278416
webbook.nist.gov,279534,1148325,171075,4.107997595999056,226.2359355212604,281770
sba.gov,278416,768159,201264,2.759033245215792,263.79899502902134,275061
ams.usda.gov,276180,837484,169957,3.032384676660149,190.64338836990368,278416
grants.nih.gov,275061,578076,183374,2.101628366071526,177.18723483154645,276180
science.nasa.gov,275061,437191,247108,1.5894328894317988,125.11399289612122,267234
cem.va.gov,273943,493098,216918,1.800002190236655,117.25316580456519,269471
history.navy.mil,272825,1010795,192319,3.704920736736003,249.16812975350499,271707
marine-md.weather.gov,270589,405883,129704,1.4999981521791352,41.26443794832754,280652
locator.ice.gov,269471,590376,162130,2.1908702606217365,201.94998348616363,344386
ptsd.va.gov,267234,529996,224745,1.9832656024308284,143.3558791171782,256053
data.hrsa.gov,266116,422655,102868,1.5882359572517248,88.86144388161554,156539
store.usgs.gov,266116,1025330,222509,3.8529438290068994,221.88679748681025,276180
tr.usembassy.gov,263880,521051,115168,1.9745755646505987,176.74154160982263,257171
eclkc.ohs.acf.hhs.gov,261644,1127081,136413,4.3076890737032,329.11079558484045,260526
bea.gov,260526,799467,171075,3.0686649317150687,150.54054873601868,250462
disasterassistance.gov,257171,2457662,143121,9.556528535488061,423.5177333369626,257171
studyinthestates.dhs.gov,256053,541178,201264,2.1135389938801734,110.13976793866895,253817
fiscal.treasury.gov,254935,607148,206855,2.381579618334085,84.61840076882342,254935
fec.gov,248226,621683,173311,2.504503960100876,96.36491342566855,248226
afdc.energy.gov,245990,726788,201264,2.9545428675962437,98.40448392211066,250462
dla.mil,245990,514342,157657,2.090906134395707,136.18173502987926,243754
in.usembassy.gov,244872,538941,180020,2.200909046358914,153.46100820020254,247108
girlshealth.gov,241517,358922,218036,1.4861148490582443,35.64819453703052,241517
goes.noaa.gov,241517,330968,110695,1.3703714438321113,31.032444921061458,244872
osti.gov,239281,490862,152066,2.051403997810106,91.90188523117172,238163
ca.usembassy.gov,237045,626156,136413,2.641506886878019,173.2356767702335,225863
aoprals.state.gov,233690,777104,140885,3.325362659934101,144.26337883520904,233690
huduser.gov,231454,826302,167720,3.570048476155089,160.52180130825133,230336
tsunami.gov,230336,287361,171075,1.247573110586274,79.39318647540983,230336
fastlane.nsf.gov,228100,2081969,60379,9.127439719421307,369.6416396317405,222509
portal.fmcsa.dot.gov,226982,521051,98396,2.2955608814795885,163.79277651972404,222509
search.usembassy.gov,226982,300778,150948,1.3251182913182542,45.63537637345693,199028
privacyshield.gov,225863,649637,204619,2.8762435635761503,92.96551449329904,225863
csrc.nist.gov,224745,493098,165484,2.1940332376693585,122.4628356581904,231454
search.archives.gov,223627,422655,111814,1.8899998658480417,66.62004140823782,195674
glerl.noaa.gov,220273,382402,106223,1.736036645435437,39.73091572730203,220273
icert.doleta.gov,220273,335441,58143,1.522842109564041,187.80687601294758,219155
eddm.usps.com,219155,585903,68206,2.6734639866760967,140.97932969815884,218036
iris.custhelp.va.gov,218036,428246,183374,1.9641068447412353,247.36462327322093,158775
public.cyber.mil,216918,595966,146476,2.747425294350861,128.13936602771554,216918
access.va.gov,214682,337677,126349,1.5729171518804557,319.1667443008729,172193
egrants.cns.gov,214682,2383865,19008,11.104168025265276,876.7970859224341,214682
ferc.gov,212446,750269,63734,3.5315750826092276,421.19956600736185,210210
complaints.donotcall.gov,210210,1084592,176665,5.159564245278531,217.3931068931069,207973
ic3.gov,207973,488625,172193,2.3494636322984235,75.24739749871378,207973
usitc.gov,207973,289597,134176,1.3924740230703023,73.60761252662606,207973
blogs.nasa.gov,206855,267234,171075,1.2918904546663121,73.63787193928114,188965
cftc.gov,205737,789404,138649,3.8369568915654453,193.94018577115443,205737
history.nasa.gov,205737,508752,164366,2.472826958689978,213.99996597597905,207973
acquisition.gov,203501,608266,127467,2.9890074250249383,201.09310519358627,202383
ndb.nal.usda.gov,203501,1648132,136413,8.098888948948654,255.43368337256328,209091
militarypay.defense.gov,202383,542296,164366,2.679553124521328,183.3918659175919,200146
co.usembassy.gov,201264,590376,149830,2.933341283090866,191.51706713570235,204619
climate.gov,199028,333204,167720,1.674156400104508,80.3764646180437,196792
ph.usembassy.gov,197910,408120,122995,2.0621494618766105,143.67232580465867,194556
data.cms.gov,196792,550123,110695,2.795454083499329,135.00559982113094,193437
seer.cancer.gov,195674,716725,107341,3.662852499565604,303.3653168024367,206855
itl.nist.gov,194556,335441,166602,1.7241359814140915,53.65506589362446,194556
commerce.gov,193437,348858,108459,1.8034708975015121,159.49172081866448,193437
niaaa.nih.gov,193437,284006,185611,1.4682092877784498,80.93661502194513,191201
ttp.dhs.gov,193437,216918,162130,1.1213883590006049,69.20247936020513,184492
volcanoes.usgs.gov,193437,579194,129704,2.994225510114404,129.16216649348365,190083
afpc.af.mil,191201,430482,167720,2.2514631199627617,102.39776988614076,199028
wwwnc.cdc.gov,191201,299660,163248,1.5672512173053488,59.98836826167227,200146
jfklibrary.org,188965,333204,163248,1.7633106659963484,49.68637049189003,188965
do.usembassy.gov,185611,358922,156539,1.9337323757751426,180.77664578069187,183374
nfc.usda.gov,185611,357803,86096,1.9277036382541983,124.45751060012607,192319
iase.disa.mil,182256,254935,135294,1.398774251602142,85.60128061627601,181138
niaid.nih.gov,182256,334323,175547,1.8343593626547274,139.00622201738216,185611
catalog.archives.gov,178902,333204,125231,1.8624945500888754,113.93106281651407,149830
pubs.usgs.gov,177784,278416,167720,1.5660351887683932,94.25134432794852,177784
ftccomplaintassistant.gov,176665,1118136,144240,6.329131406900065,418.4314153907112,176665
maps.nwcg.gov,175547,225863,105105,1.286624094971717,42.668863609175894,174429
niams.nih.gov,175547,221391,163248,1.2611494357636417,39.388602482526046,178902
us-cert.gov,174429,258289,128586,1.4807686795200339,42.11542232082968,176665
ar.usembassy.gov,173311,393584,118522,2.2709695287662064,165.69035433411614,169957
ars.usda.gov,173311,575840,142003,3.322581948058692,237.6258517924425,178902
images.nasa.gov,173311,262762,161012,1.5161299628990659,84.29679016334796,178902
livertox.nih.gov,173311,433837,169957,2.5032283005694964,57.60000807796389,182256
hrsa.gov,172193,278416,140885,1.6168833808575263,99.66877283048672,168838
