Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 01:48:42",63,37,3.3780,3506798,396,444,188176,44,90,310,2377,2377,1,3378,34,9016,2894,2894,2894,ypMjPNsf
"2019-07-24 13:46:26",68,33,2.3880,4791829,437,812,258404,39,139,634,2365,2366,0,2388,1,9817,1611,1611,1611,wqTsuXUo
