Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 01:35:55",43,19,7.4950,2472588,744,304,21176,199,7,98,1098,1106,56,7495,27,9354,526,1324,665,6U99Yv7v
"2019-07-24 13:41:38",52,23,3.9780,1941993,596,904,20975,505,20,379,1595,1605,43,3978,43,8033,1162,1701,1162,1bAVApAg
