Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 01:53:19",41,15,17.4940,4951289,1110,126,77679,67,53,6,2742,2760,89,17494,28,29132,900,3986,900,niBQA0iq
"2019-07-24 13:54:00",48,14,6.3600,4358200,975,179,77622,34,139,6,2391,2513,55,6360,234,21134,644,732,644,wU7Y90D5
