Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-07-20 09:33:24",74,91,1.7670,1082420,46,433,45632,127,103,203,1533,1533,13,1767,7,3489,722,722,722,Sdee1KK5
"2019-07-24 13:36:00",71,89,1.7580,1226834,45,276,45393,75,66,135,1441,1441,23,1758,5,3412,588,805,588,vGO5BnJo
