Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-06-28 05:18:16",63,80,2.4950,1062156,87,153,165752,33,103,17,611,611,83,2495,79,2806,601,780,601,n3P9cMbQ
"2019-07-24 14:32:25",59,80,2.0320,896821,89,149,143165,49,76,24,714,714,98,2032,80,2992,728,914,728,lMiNPOC3
