Date,"YSlow Grade (%)","PageSpeed Grade (%)","Onload Time (s)","Total Size (bytes)","Total Requests","TTFB (ms)","HTML Size (bytes)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload (ms)","Onload duration (ms)","Fully loaded (ms)","First paint (ms)","RUM Speed Index","First contentful paint (ms)","Report slug"
"2019-07-20 09:01:19",74,78,1.8880,395963,25,764,3122,0,53,711,1754,1754,4,1888,1,2015,1758,1851,1758,yApVn9b9
"2019-07-24 13:23:22",74,78,1.9850,397192,25,431,3132,0,171,260,1411,1411,3,1985,1,2130,1425,1926,1425,iU7sPRwE
